custom_id,sec_code,chunk_index,chunk_count,chunk_token_proxy,glm4_tokens,compact_chars
688347_1217423536_tok_chunk_0003,688347,3,5,3950.0,5276,7899
688347_1217423536_tok_chunk_0004,688347,4,5,3997.0,5935,7994
688347_1217423536_tok_chunk_0005,688347,5,5,2467.0,3219,4934
688348_1213590358_tok_chunk_0001,688348,1,10,3954.0,5172,7907
688348_1213590358_tok_chunk_0002,688348,2,10,3973.0,5088,7946
688348_1213590358_tok_chunk_0003,688348,3,10,3992.0,4937,7983
688348_1213590358_tok_chunk_0004,688348,4,10,3858.0,4681,7715
688348_1213590358_tok_chunk_0005,688348,5,10,3983.0,4889,7966
688348_1213590358_tok_chunk_0006,688348,6,10,3694.0,5566,7388
688348_1213590358_tok_chunk_0007,688348,7,10,3989.0,6549,7977
688348_1213590358_tok_chunk_0008,688348,8,10,3986.0,6419,7971
688348_1213590358_tok_chunk_0009,688348,9,10,3995.0,5272,7990
688348_1213590358_tok_chunk_0010,688348,10,10,1618.0,1892,3236
688349_1213733236_tok_chunk_0001,688349,1,25,3969.0,5361,7937
688349_1213733236_tok_chunk_0002,688349,2,25,3758.0,4579,7516
688349_1213733236_tok_chunk_0003,688349,3,25,3812.0,5499,7623
688349_1213733236_tok_chunk_0004,688349,4,25,3965.0,4987,7929
688349_1213733236_tok_chunk_0005,688349,5,25,3980.0,5236,7960
688349_1213733236_tok_chunk_0006,688349,6,25,3976.0,5765,7951
688349_1213733236_tok_chunk_0007,688349,7,25,3906.0,6068,7812
688349_1213733236_tok_chunk_0008,688349,8,25,3734.0,5828,7467
688349_1213733236_tok_chunk_0009,688349,9,25,3551.0,7140,7102
688349_1213733236_tok_chunk_0010,688349,10,25,3886.0,7288,7771
688349_1213733236_tok_chunk_0011,688349,11,25,3984.0,6391,7967
688349_1213733236_tok_chunk_0012,688349,12,25,3895.0,6691,7789
688349_1213733236_tok_chunk_0013,688349,13,25,3400.0,6234,6799
688349_1213733236_tok_chunk_0014,688349,14,25,3351.0,6218,6701
688349_1213733236_tok_chunk_0015,688349,15,25,3361.0,6223,6722
688349_1213733236_tok_chunk_0016,688349,16,25,3689.0,6558,7377
688349_1213733236_tok_chunk_0017,688349,17,25,3800.0,7125,7599
688349_1213733236_tok_chunk_0018,688349,18,25,3839.0,6526,7678
688349_1213733236_tok_chunk_0019,688349,19,25,3959.0,5322,7918
688349_1213733236_tok_chunk_0020,688349,20,25,3591.0,4762,7181
688349_1213733236_tok_chunk_0021,688349,21,25,3883.0,5528,7765
688349_1213733236_tok_chunk_0022,688349,22,25,3873.0,5225,7746
688349_1213733236_tok_chunk_0023,688349,23,25,3612.0,5382,7224
688349_1213733236_tok_chunk_0024,688349,24,25,3812.0,6020,7623
688349_1213733236_tok_chunk_0025,688349,25,25,2967.0,3961,5934
688350_1209178371_tok_chunk_0001,688350,1,14,3944.0,5220,7887
688350_1209178371_tok_chunk_0002,688350,2,14,3955.0,5115,7909
688350_1209178371_tok_chunk_0003,688350,3,14,3917.0,4989,7834
688350_1209178371_tok_chunk_0004,688350,4,14,3502.0,5014,7004
688350_1209178371_tok_chunk_0005,688350,5,14,3938.0,5103,7876
688350_1209178371_tok_chunk_0006,688350,6,14,3994.0,4921,7988
688350_1209178371_tok_chunk_0007,688350,7,14,3959.0,5027,7917
688350_1209178371_tok_chunk_0008,688350,8,14,3773.0,5460,7546
688350_1209178371_tok_chunk_0009,688350,9,14,3932.0,5898,7863
688350_1209178371_tok_chunk_0010,688350,10,14,3641.0,6101,7281
688350_1209178371_tok_chunk_0011,688350,11,14,3856.0,6465,7711
688350_1209178371_tok_chunk_0012,688350,12,14,3676.0,5860,7352
688350_1209178371_tok_chunk_0013,688350,13,14,3953.0,5848,7905
688350_1209178371_tok_chunk_0014,688350,14,14,1711.0,2212,3422
688351_1214389512_tok_chunk_0001,688351,1,11,3964.0,5582,7928
688351_1214389512_tok_chunk_0002,688351,2,11,3958.0,5109,7915
688351_1214389512_tok_chunk_0003,688351,3,11,3981.0,5174,7961
688351_1214389512_tok_chunk_0004,688351,4,11,3943.0,5269,7886
688351_1214389512_tok_chunk_0005,688351,5,11,3987.0,5225,7973
688351_1214389512_tok_chunk_0006,688351,6,11,3703.0,5354,7406
688351_1214389512_tok_chunk_0007,688351,7,11,3977.0,5469,7954
688351_1214389512_tok_chunk_0008,688351,8,11,3567.0,5312,7133
688351_1214389512_tok_chunk_0009,688351,9,11,3993.0,6057,7985
688351_1214389512_tok_chunk_0010,688351,10,11,3991.0,5987,7982
688351_1214389512_tok_chunk_0011,688351,11,11,1211.0,1642,2421
688352_1216392028_tok_chunk_0001,688352,1,12,3995.0,5584,7989
688352_1216392028_tok_chunk_0002,688352,2,12,3969.0,5166,7937
688352_1216392028_tok_chunk_0003,688352,3,12,3991.0,5536,7982
688352_1216392028_tok_chunk_0004,688352,4,12,3959.0,5087,7917
688352_1216392028_tok_chunk_0005,688352,5,12,3992.0,5204,7984
688352_1216392028_tok_chunk_0006,688352,6,12,3998.0,6464,7996
688352_1216392028_tok_chunk_0007,688352,7,12,3887.0,5442,7773
688352_1216392028_tok_chunk_0008,688352,8,12,3992.0,6181,7984
688352_1216392028_tok_chunk_0009,688352,9,12,3973.0,5745,7946
688352_1216392028_tok_chunk_0010,688352,10,12,3839.0,5134,7678
688352_1216392028_tok_chunk_0011,688352,11,12,3994.0,5924,7987
688352_1216392028_tok_chunk_0012,688352,12,12,1483.0,1969,2965
688353_1213985352_tok_chunk_0001,688353,1,9,3850.0,5220,7699
688353_1213985352_tok_chunk_0002,688353,2,9,3964.0,5419,7927
688353_1213985352_tok_chunk_0003,688353,3,9,3951.0,4877,7901
688353_1213985352_tok_chunk_0004,688353,4,9,3955.0,4765,7910
688353_1213985352_tok_chunk_0005,688353,5,9,3995.0,5793,7990
688353_1213985352_tok_chunk_0006,688353,6,9,3736.0,6407,7471
688353_1213985352_tok_chunk_0007,688353,7,9,3593.0,6073,7185
688353_1213985352_tok_chunk_0008,688353,8,9,3940.0,6272,7880
688353_1213985352_tok_chunk_0009,688353,9,9,2967.0,4281,5933
688355_1209936160_tok_chunk_0001,688355,1,14,3988.0,6392,7976
688355_1209936160_tok_chunk_0002,688355,2,14,3976.0,6371,7952
688355_1209936160_tok_chunk_0003,688355,3,14,3991.0,5888,7982
688355_1209936160_tok_chunk_0004,688355,4,14,3988.0,5374,7975
688355_1209936160_tok_chunk_0005,688355,5,14,3978.0,5503,7955
688355_1209936160_tok_chunk_0006,688355,6,14,3971.0,5107,7941
688355_1209936160_tok_chunk_0007,688355,7,14,3863.0,5128,7725
688355_1209936160_tok_chunk_0008,688355,8,14,3982.0,6218,7964
688355_1209936160_tok_chunk_0009,688355,9,14,3572.0,5635,7144
688355_1209936160_tok_chunk_0010,688355,10,14,3640.0,5323,7280
688355_1209936160_tok_chunk_0011,688355,11,14,3992.0,5974,7984
688355_1209936160_tok_chunk_0012,688355,12,14,3454.0,5141,6908
688355_1209936160_tok_chunk_0013,688355,13,14,3726.0,5862,7452
688355_1209936160_tok_chunk_0014,688355,14,14,1159.0,1502,2317
688356_1208196506_tok_chunk_0001,688356,1,12,3987.0,5275,7974
688356_1208196506_tok_chunk_0002,688356,2,12,3990.0,5325,7980
688356_1208196506_tok_chunk_0003,688356,3,12,3931.0,5578,7862
688356_1208196506_tok_chunk_0004,688356,4,12,3973.0,5754,7946
688356_1208196506_tok_chunk_0005,688356,5,12,3998.0,5107,7995
688356_1208196506_tok_chunk_0006,688356,6,12,3941.0,5199,7881
688356_1208196506_tok_chunk_0007,688356,7,12,3959.0,5515,7918
688356_1208196506_tok_chunk_0008,688356,8,12,3797.0,6168,7594
688356_1208196506_tok_chunk_0009,688356,9,12,3998.0,6001,7996
688356_1208196506_tok_chunk_0010,688356,10,12,3633.0,4834,7266
688356_1208196506_tok_chunk_0011,688356,11,12,3987.0,5833,7973
688356_1208196506_tok_chunk_0012,688356,12,12,988.0,1197,1975
688357_1207119374_tok_chunk_0001,688357,1,13,3984.0,6504,7967
688357_1207119374_tok_chunk_0002,688357,2,13,3990.0,5598,7980
688357_1207119374_tok_chunk_0003,688357,3,13,3952.0,5578,7903
688357_1207119374_tok_chunk_0004,688357,4,13,3893.0,5285,7785
688357_1207119374_tok_chunk_0005,688357,5,13,3996.0,5528,7992
688357_1207119374_tok_chunk_0006,688357,6,13,4000.0,6103,8000
688357_1207119374_tok_chunk_0007,688357,7,13,3992.0,5205,7983
688357_1207119374_tok_chunk_0008,688357,8,13,3998.0,5824,7995
688357_1207119374_tok_chunk_0009,688357,9,13,3992.0,6692,7983
688357_1207119374_tok_chunk_0010,688357,10,13,3928.0,6406,7856
688357_1207119374_tok_chunk_0011,688357,11,13,3898.0,6759,7796
688357_1207119374_tok_chunk_0012,688357,12,13,3859.0,6164,7718
688357_1207119374_tok_chunk_0013,688357,13,13,1358.0,1959,2716
688358_1207116567_tok_chunk_0001,688358,1,13,3922.0,4954,7843
688358_1207116567_tok_chunk_0002,688358,2,13,3966.0,5289,7932
688358_1207116567_tok_chunk_0003,688358,3,13,3890.0,4772,7779
688358_1207116567_tok_chunk_0004,688358,4,13,3696.0,5242,7392
688358_1207116567_tok_chunk_0005,688358,5,13,3919.0,4961,7837
688358_1207116567_tok_chunk_0006,688358,6,13,3991.0,5761,7982
688358_1207116567_tok_chunk_0007,688358,7,13,3786.0,5784,7571
688358_1207116567_tok_chunk_0008,688358,8,13,3985.0,6228,7970
688358_1207116567_tok_chunk_0009,688358,9,13,3784.0,6155,7567
688358_1207116567_tok_chunk_0010,688358,10,13,3836.0,6048,7671
688358_1207116567_tok_chunk_0011,688358,11,13,3941.0,5593,7882
688358_1207116567_tok_chunk_0012,688358,12,13,3828.0,5145,7655
688358_1207116567_tok_chunk_0013,688358,13,13,2166.0,3167,4331
688359_1209996037_tok_chunk_0001,688359,1,11,3964.0,5455,7928
688359_1209996037_tok_chunk_0002,688359,2,11,3916.0,5308,7832
688359_1209996037_tok_chunk_0003,688359,3,11,3953.0,5334,7906
688359_1209996037_tok_chunk_0004,688359,4,11,3912.0,5241,7823
688359_1209996037_tok_chunk_0005,688359,5,11,3995.0,5362,7989
688359_1209996037_tok_chunk_0006,688359,6,11,3852.0,5911,7704
688359_1209996037_tok_chunk_0007,688359,7,11,3595.0,5682,7190
688359_1209996037_tok_chunk_0008,688359,8,11,3855.0,6021,7710
688359_1209996037_tok_chunk_0009,688359,9,11,3815.0,5973,7629
688359_1209996037_tok_chunk_0010,688359,10,11,3948.0,6697,7896
688359_1209996037_tok_chunk_0011,688359,11,11,3715.0,5275,7429
688360_1207863559_tok_chunk_0001,688360,1,18,3998.0,5414,7996
688360_1207863559_tok_chunk_0002,688360,2,18,3781.0,5322,7562
688360_1207863559_tok_chunk_0003,688360,3,18,3965.0,5148,7930
688360_1207863559_tok_chunk_0004,688360,4,18,3990.0,6080,7979
688360_1207863559_tok_chunk_0005,688360,5,18,3982.0,5318,7963
688360_1207863559_tok_chunk_0006,688360,6,18,3981.0,4828,7962
688360_1207863559_tok_chunk_0007,688360,7,18,3973.0,5118,7945
688360_1207863559_tok_chunk_0008,688360,8,18,3903.0,4711,7806
688360_1207863559_tok_chunk_0009,688360,9,18,4000.0,5808,7999
688360_1207863559_tok_chunk_0010,688360,10,18,3986.0,6077,7972
688360_1207863559_tok_chunk_0011,688360,11,18,3883.0,6411,7766
688360_1207863559_tok_chunk_0012,688360,12,18,3575.0,6087,7149
688360_1207863559_tok_chunk_0013,688360,13,18,4000.0,6326,7999
688360_1207863559_tok_chunk_0014,688360,14,18,3936.0,5571,7871
688360_1207863559_tok_chunk_0015,688360,15,18,3839.0,5172,7677
688360_1207863559_tok_chunk_0016,688360,16,18,3720.0,5083,7439
688360_1207863559_tok_chunk_0017,688360,17,18,3972.0,5697,7943
688360_1207863559_tok_chunk_0018,688360,18,18,1762.0,2035,3524
688361_1216821050_tok_chunk_0001,688361,1,7,3810.0,4631,7620
688361_1216821050_tok_chunk_0002,688361,2,7,3999.0,5253,7997
688361_1216821050_tok_chunk_0003,688361,3,7,3934.0,4983,7868
688361_1216821050_tok_chunk_0004,688361,4,7,3929.0,4795,7858
688361_1216821050_tok_chunk_0005,688361,5,7,3993.0,5723,7986
688361_1216821050_tok_chunk_0006,688361,6,7,3838.0,5529,7676
688361_1216821050_tok_chunk_0007,688361,7,7,2738.0,3842,5476
688362_1215071646_tok_chunk_0001,688362,1,9,3991.0,6046,7981
688362_1215071646_tok_chunk_0002,688362,2,9,3994.0,5373,7987
688362_1215071646_tok_chunk_0003,688362,3,9,3879.0,5405,7758
688362_1215071646_tok_chunk_0004,688362,4,9,3942.0,5361,7884
688362_1215071646_tok_chunk_0005,688362,5,9,3925.0,6093,7849
688362_1215071646_tok_chunk_0006,688362,6,9,3943.0,5920,7886
688362_1215071646_tok_chunk_0007,688362,7,9,3928.0,6109,7855
688362_1215071646_tok_chunk_0008,688362,8,9,3994.0,5610,7988
688362_1215071646_tok_chunk_0009,688362,9,9,3472.0,5088,6944
688363_1207038615_tok_chunk_0001,688363,1,20,3705.0,4771,7409
688363_1207038615_tok_chunk_0002,688363,2,20,3982.0,5676,7964
688363_1207038615_tok_chunk_0003,688363,3,20,3998.0,5104,7995
688363_1207038615_tok_chunk_0004,688363,4,20,3916.0,4886,7831
688363_1207038615_tok_chunk_0005,688363,5,20,3997.0,5410,7994
688363_1207038615_tok_chunk_0006,688363,6,20,3974.0,4951,7947
688363_1207038615_tok_chunk_0007,688363,7,20,3990.0,5602,7980
688363_1207038615_tok_chunk_0008,688363,8,20,3940.0,5586,7880
688363_1207038615_tok_chunk_0009,688363,9,20,3964.0,5459,7928
688363_1207038615_tok_chunk_0010,688363,10,20,3973.0,4774,7946
688363_1207038615_tok_chunk_0011,688363,11,20,3997.0,5185,7994
688363_1207038615_tok_chunk_0012,688363,12,20,3998.0,5822,7996
688363_1207038615_tok_chunk_0013,688363,13,20,3926.0,6263,7851
688363_1207038615_tok_chunk_0014,688363,14,20,3959.0,5216,7917
688363_1207038615_tok_chunk_0015,688363,15,20,3506.0,5120,7012
688363_1207038615_tok_chunk_0016,688363,16,20,3809.0,5287,7617
688363_1207038615_tok_chunk_0017,688363,17,20,3981.0,6302,7962
688363_1207038615_tok_chunk_0018,688363,18,20,3986.0,5392,7971
688363_1207038615_tok_chunk_0019,688363,19,20,3936.0,4985,7871
688363_1207038615_tok_chunk_0020,688363,20,20,944.0,1230,1887
688365_1207586048_tok_chunk_0001,688365,1,10,3680.0,4899,7360
688365_1207586048_tok_chunk_0002,688365,2,10,3925.0,4991,7850
688365_1207586048_tok_chunk_0003,688365,3,10,3954.0,4655,7907
688365_1207586048_tok_chunk_0004,688365,4,10,3836.0,4666,7671
688365_1207586048_tok_chunk_0005,688365,5,10,3998.0,5922,7995
688365_1207586048_tok_chunk_0006,688365,6,10,3866.0,5869,7732
688365_1207586048_tok_chunk_0007,688365,7,10,3932.0,6343,7864
688365_1207586048_tok_chunk_0008,688365,8,10,3976.0,6416,7951
688365_1207586048_tok_chunk_0009,688365,9,10,3987.0,6000,7974
688365_1207586048_tok_chunk_0010,688365,10,10,3964.0,5515,7927
688366_1207015183_tok_chunk_0001,688366,1,22,3973.0,5855,7945
688366_1207015183_tok_chunk_0002,688366,2,22,3822.0,5602,7643
688366_1207015183_tok_chunk_0003,688366,3,22,3974.0,5322,7948
688366_1207015183_tok_chunk_0004,688366,4,22,3989.0,5642,7977
688366_1207015183_tok_chunk_0005,688366,5,22,3983.0,5823,7966
688366_1207015183_tok_chunk_0006,688366,6,22,3963.0,4904,7926
688366_1207015183_tok_chunk_0007,688366,7,22,3970.0,5011,7940
688366_1207015183_tok_chunk_0008,688366,8,22,3662.0,4846,7324
688366_1207015183_tok_chunk_0009,688366,9,22,3855.0,5227,7709
688366_1207015183_tok_chunk_0010,688366,10,22,3674.0,4932,7348
688366_1207015183_tok_chunk_0011,688366,11,22,3981.0,5618,7962
688366_1207015183_tok_chunk_0012,688366,12,22,3983.0,5965,7965
688366_1207015183_tok_chunk_0013,688366,13,22,3766.0,5520,7531
688366_1207015183_tok_chunk_0014,688366,14,22,3730.0,5062,7460
688366_1207015183_tok_chunk_0015,688366,15,22,3803.0,6792,7605
688366_1207015183_tok_chunk_0016,688366,16,22,3902.0,8280,7804
688366_1207015183_tok_chunk_0017,688366,17,22,3965.0,8049,7930
688366_1207015183_tok_chunk_0018,688366,18,22,3924.0,6787,7848
688366_1207015183_tok_chunk_0019,688366,19,22,3668.0,6111,7336
688366_1207015183_tok_chunk_0020,688366,20,22,3968.0,5696,7936
688366_1207015183_tok_chunk_0021,688366,21,22,3767.0,5578,7533
688366_1207015183_tok_chunk_0022,688366,22,22,2282.0,2572,4563
688367_1210312654_tok_chunk_0001,688367,1,13,3981.0,5858,7962
688367_1210312654_tok_chunk_0002,688367,2,13,3969.0,4937,7937
688367_1210312654_tok_chunk_0003,688367,3,13,3727.0,5126,7453
688367_1210312654_tok_chunk_0004,688367,4,13,3860.0,5570,7720
688367_1210312654_tok_chunk_0005,688367,5,13,3975.0,4947,7949
688367_1210312654_tok_chunk_0006,688367,6,13,3915.0,5475,7830
688367_1210312654_tok_chunk_0007,688367,7,13,3976.0,5945,7951
688367_1210312654_tok_chunk_0008,688367,8,13,3712.0,6443,7423
688367_1210312654_tok_chunk_0009,688367,9,13,3909.0,6859,7818
688367_1210312654_tok_chunk_0010,688367,10,13,3997.0,6328,7993
688367_1210312654_tok_chunk_0011,688367,11,13,3594.0,5744,7187
688367_1210312654_tok_chunk_0012,688367,12,13,3999.0,6352,7997
688367_1210312654_tok_chunk_0013,688367,13,13,837.0,938,1673
688368_1206964868_tok_chunk_0001,688368,1,14,3869.0,5095,7738
688368_1206964868_tok_chunk_0002,688368,2,14,3980.0,5238,7959
688368_1206964868_tok_chunk_0003,688368,3,14,3996.0,5050,7991
688368_1206964868_tok_chunk_0004,688368,4,14,3956.0,5134,7912
688368_1206964868_tok_chunk_0005,688368,5,14,3951.0,5159,7901
688368_1206964868_tok_chunk_0006,688368,6,14,3872.0,5003,7744
688368_1206964868_tok_chunk_0007,688368,7,14,3886.0,5208,7772
688368_1206964868_tok_chunk_0008,688368,8,14,3941.0,5882,7882
688368_1206964868_tok_chunk_0009,688368,9,14,3922.0,5778,7844
688368_1206964868_tok_chunk_0010,688368,10,14,3888.0,5607,7775
688368_1206964868_tok_chunk_0011,688368,11,14,3527.0,4628,7054
688368_1206964868_tok_chunk_0012,688368,12,14,3996.0,6109,7992
688368_1206964868_tok_chunk_0013,688368,13,14,4000.0,5196,7999
688368_1206964868_tok_chunk_0014,688368,14,14,897.0,1270,1794
688369_1207014769_tok_chunk_0001,688369,1,12,3981.0,5404,7961
688369_1207014769_tok_chunk_0002,688369,2,12,3999.0,4720,7997
688369_1207014769_tok_chunk_0003,688369,3,12,3979.0,4885,7958
688369_1207014769_tok_chunk_0004,688369,4,12,3978.0,4783,7956
688369_1207014769_tok_chunk_0005,688369,5,12,3991.0,4848,7982
688369_1207014769_tok_chunk_0006,688369,6,12,3964.0,5079,7927
688369_1207014769_tok_chunk_0007,688369,7,12,3972.0,4943,7944
688369_1207014769_tok_chunk_0008,688369,8,12,3991.0,5331,7982
688369_1207014769_tok_chunk_0009,688369,9,12,3785.0,5835,7570
688369_1207014769_tok_chunk_0010,688369,10,12,3942.0,5934,7884
688369_1207014769_tok_chunk_0011,688369,11,12,3999.0,5385,7998
688369_1207014769_tok_chunk_0012,688369,12,12,2277.0,2792,4553
688370_1214332350_tok_chunk_0001,688370,1,14,3968.0,5069,7935
688370_1214332350_tok_chunk_0002,688370,2,14,3810.0,6250,7620
688370_1214332350_tok_chunk_0003,688370,3,14,3804.0,4838,7608
688370_1214332350_tok_chunk_0004,688370,4,14,3904.0,4993,7808
688370_1214332350_tok_chunk_0005,688370,5,14,3831.0,5149,7662
688370_1214332350_tok_chunk_0006,688370,6,14,3853.0,4985,7706
688370_1214332350_tok_chunk_0007,688370,7,14,3719.0,5787,7438
688370_1214332350_tok_chunk_0008,688370,8,14,3603.0,5958,7205
688370_1214332350_tok_chunk_0009,688370,9,14,3205.0,5550,6410
688370_1214332350_tok_chunk_0010,688370,10,14,3806.0,5486,7612
688370_1214332350_tok_chunk_0011,688370,11,14,3940.0,5329,7880
688370_1214332350_tok_chunk_0012,688370,12,14,3996.0,5929,7991
688370_1214332350_tok_chunk_0013,688370,13,14,4000.0,6210,8000
688370_1214332350_tok_chunk_0014,688370,14,14,2562.0,3051,5124
688371_1214148416_tok_chunk_0001,688371,1,11,3995.0,5490,7989
688371_1214148416_tok_chunk_0002,688371,2,11,3960.0,5185,7919
688371_1214148416_tok_chunk_0003,688371,3,11,3790.0,5347,7579
688371_1214148416_tok_chunk_0004,688371,4,11,3984.0,5353,7967
688371_1214148416_tok_chunk_0005,688371,5,11,3999.0,5543,7997
688371_1214148416_tok_chunk_0006,688371,6,11,3971.0,5602,7942
688371_1214148416_tok_chunk_0007,688371,7,11,3933.0,6715,7865
688371_1214148416_tok_chunk_0008,688371,8,11,3906.0,6803,7812
688371_1214148416_tok_chunk_0009,688371,9,11,3984.0,6309,7968
688371_1214148416_tok_chunk_0010,688371,10,11,3987.0,5409,7974
688371_1214148416_tok_chunk_0011,688371,11,11,1136.0,1342,2271
688372_1214853897_tok_chunk_0001,688372,1,9,3899.0,5144,7798
688372_1214853897_tok_chunk_0002,688372,2,9,3694.0,5217,7387
688372_1214853897_tok_chunk_0003,688372,3,9,3807.0,4785,7613
688372_1214853897_tok_chunk_0004,688372,4,9,3833.0,5152,7666
688372_1214853897_tok_chunk_0005,688372,5,9,3979.0,5829,7957
688372_1214853897_tok_chunk_0006,688372,6,9,3720.0,6182,7439
688372_1214853897_tok_chunk_0007,688372,7,9,3698.0,5280,7395
688372_1214853897_tok_chunk_0008,688372,8,9,3684.0,4971,7368
688372_1214853897_tok_chunk_0009,688372,9,9,2746.0,3815,5491
688373_1214190799_tok_chunk_0001,688373,1,14,3913.0,5539,7826
688373_1214190799_tok_chunk_0002,688373,2,14,3991.0,5693,7981
688373_1214190799_tok_chunk_0003,688373,3,14,3945.0,5150,7890
688373_1214190799_tok_chunk_0004,688373,4,14,3814.0,5222,7628
688373_1214190799_tok_chunk_0005,688373,5,14,3969.0,5664,7937
688373_1214190799_tok_chunk_0006,688373,6,14,3970.0,5893,7940
688373_1214190799_tok_chunk_0007,688373,7,14,3903.0,5630,7806
688373_1214190799_tok_chunk_0008,688373,8,14,3972.0,5174,7944
688373_1214190799_tok_chunk_0009,688373,9,14,3969.0,5525,7938
688373_1214190799_tok_chunk_0010,688373,10,14,3993.0,5522,7985
688373_1214190799_tok_chunk_0011,688373,11,14,3957.0,5693,7914
688373_1214190799_tok_chunk_0012,688373,12,14,3240.0,4330,6480
688373_1214190799_tok_chunk_0013,688373,13,14,3978.0,4386,7955
688373_1214190799_tok_chunk_0014,688373,14,14,649.0,781,1297
688375_1214044112_tok_chunk_0001,688375,1,10,3916.0,5311,7831
688375_1214044112_tok_chunk_0002,688375,2,10,3635.0,4914,7269
688375_1214044112_tok_chunk_0003,688375,3,10,3948.0,5501,7896
688375_1214044112_tok_chunk_0004,688375,4,10,3893.0,5116,7786
688375_1214044112_tok_chunk_0005,688375,5,10,3988.0,5484,7975
688375_1214044112_tok_chunk_0006,688375,6,10,3938.0,5136,7876
688375_1214044112_tok_chunk_0007,688375,7,10,3830.0,5675,7659
688375_1214044112_tok_chunk_0008,688375,8,10,3830.0,6276,7660
688375_1214044112_tok_chunk_0009,688375,9,10,3993.0,5871,7985
688375_1214044112_tok_chunk_0010,688375,10,10,2414.0,3476,4828
688376_1215099200_tok_chunk_0001,688376,1,2,3992.0,5468,7983
688376_1215099200_tok_chunk_0002,688376,2,2,1804.0,2360,3608
688377_1207978425_tok_chunk_0001,688377,1,16,3958.0,5535,7916
688377_1207978425_tok_chunk_0002,688377,2,16,3938.0,5213,7875
688377_1207978425_tok_chunk_0003,688377,3,16,3943.0,5209,7886
688377_1207978425_tok_chunk_0004,688377,4,16,3934.0,5006,7868
688377_1207978425_tok_chunk_0005,688377,5,16,3994.0,4802,7987
688377_1207978425_tok_chunk_0006,688377,6,16,3951.0,4499,7902
688377_1207978425_tok_chunk_0007,688377,7,16,3978.0,5142,7956
688377_1207978425_tok_chunk_0008,688377,8,16,3999.0,5557,7998
688377_1207978425_tok_chunk_0009,688377,9,16,3620.0,5404,7239
688377_1207978425_tok_chunk_0010,688377,10,16,3822.0,5474,7643
688377_1207978425_tok_chunk_0011,688377,11,16,3955.0,5492,7910
688377_1207978425_tok_chunk_0012,688377,12,16,3378.0,5129,6756
688377_1207978425_tok_chunk_0013,688377,13,16,3402.0,5817,6804
688377_1207978425_tok_chunk_0014,688377,14,16,3987.0,7108,7974
688377_1207978425_tok_chunk_0015,688377,15,16,3800.0,5548,7600
688377_1207978425_tok_chunk_0016,688377,16,16,3925.0,5328,7849
688378_1208280034_tok_chunk_0001,688378,1,10,3950.0,5117,7899
688378_1208280034_tok_chunk_0002,688378,2,10,3919.0,5527,7838
688378_1208280034_tok_chunk_0003,688378,3,10,3974.0,5234,7948
688378_1208280034_tok_chunk_0004,688378,4,10,3936.0,5464,7872
688378_1208280034_tok_chunk_0005,688378,5,10,3942.0,5682,7884
688378_1208280034_tok_chunk_0006,688378,6,10,3836.0,6059,7671
688378_1208280034_tok_chunk_0007,688378,7,10,3992.0,6972,7984
688378_1208280034_tok_chunk_0008,688378,8,10,3905.0,5758,7810
688378_1208280034_tok_chunk_0009,688378,9,10,3984.0,6640,7967
688378_1208280034_tok_chunk_0010,688378,10,10,1451.0,1732,2902
688379_1208159550_tok_chunk_0001,688379,1,12,3953.0,5797,7906
688379_1208159550_tok_chunk_0002,688379,2,12,3988.0,5689,7975
688379_1208159550_tok_chunk_0003,688379,3,12,3985.0,5849,7969
688379_1208159550_tok_chunk_0004,688379,4,12,3613.0,5215,7226
688379_1208159550_tok_chunk_0005,688379,5,12,3992.0,5253,7984
688379_1208159550_tok_chunk_0006,688379,6,12,3429.0,5103,6857
688379_1208159550_tok_chunk_0007,688379,7,12,3795.0,5702,7590
688379_1208159550_tok_chunk_0008,688379,8,12,3984.0,6017,7968
688379_1208159550_tok_chunk_0009,688379,9,12,3834.0,6548,7667
688379_1208159550_tok_chunk_0010,688379,10,12,3932.0,6085,7864
688379_1208159550_tok_chunk_0011,688379,11,12,3955.0,6264,7909
688379_1208159550_tok_chunk_0012,688379,12,12,2759.0,4171,5517
688380_1214190801_tok_chunk_0001,688380,1,8,3972.0,5336,7944
688380_1214190801_tok_chunk_0002,688380,2,8,3935.0,5198,7869
688380_1214190801_tok_chunk_0003,688380,3,8,3999.0,5056,7998
688380_1214190801_tok_chunk_0004,688380,4,8,3891.0,5158,7782
688380_1214190801_tok_chunk_0005,688380,5,8,3928.0,6029,7855
688380_1214190801_tok_chunk_0006,688380,6,8,3840.0,6021,7679
688380_1214190801_tok_chunk_0007,688380,7,8,3969.0,5709,7937
688380_1214190801_tok_chunk_0008,688380,8,8,1094.0,1284,2187
688381_1214310361_tok_chunk_0001,688381,1,10,3953.0,5344,7906
688381_1214310361_tok_chunk_0002,688381,2,10,3842.0,5136,7683
688381_1214310361_tok_chunk_0003,688381,3,10,3966.0,4950,7932
688381_1214310361_tok_chunk_0004,688381,4,10,3998.0,5194,7995
688381_1214310361_tok_chunk_0005,688381,5,10,3993.0,6123,7985
688381_1214310361_tok_chunk_0006,688381,6,10,3959.0,5237,7917
688381_1214310361_tok_chunk_0007,688381,7,10,3929.0,5643,7857
688381_1214310361_tok_chunk_0008,688381,8,10,3912.0,6829,7824
688381_1214310361_tok_chunk_0009,688381,9,10,3736.0,5800,7472
