outcome,y_variant,dep_col,step_order,step,N,coef,se_HC1,t_HC1,p_HC1,adj_r2,paper_coef,paper_t,paper_N,formula,error
BHAR,raw,excl_first_BHAR_ew,5,05_plus_issue_underwriter_age,471,-0.009160206212460276,0.009524134566766568,-0.9617888269264716,0.3361556916520759,0.017821906188040137,-0.0188,-2.14,471,excl_first_BHAR_ew ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + C(listing_year_fe) + C(industry_fe),
BHAR,raw,excl_first_BHAR_ew,6,06_plus_scope_segments_paper_exact,471,-0.010661135078912691,0.009879967075083885,-1.079065850917542,0.280558373149444,0.026241671542273304,-0.0188,-2.14,471,excl_first_BHAR_ew ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + ScopeLen + NumIndSeg + NumProdSeg + C(listing_year_fe) + C(industry_fe),
BHAR,raw,excl_first_BHAR_ew,7,07_plus_rd_staff_extra_not_main,471,-0.01090267914592764,0.00990865360768393,-1.1003189310677755,0.27119318661259695,0.024268994396979937,-0.0188,-2.14,471,excl_first_BHAR_ew ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + ScopeLen + NumIndSeg + NumProdSeg + RD_Staff_ipo + C(listing_year_fe) + C(industry_fe),
FSales_Growth,winsor,FSales_Growth,1,01_x_only,471,0.031131216084950328,0.01807559400733186,1.7222790062845412,0.08501898882243743,0.003006487720087714,-0.0373,-2.02,471,FSales_Growth ~ Redundancy,
FSales_Growth,winsor,FSales_Growth,2,02_plus_lnn,471,0.027160041467934028,0.016654372274640592,1.6308054737848203,0.10293137209146797,0.004050472485882306,-0.0373,-2.02,471,FSales_Growth ~ Redundancy + lnN_tech,
FSales_Growth,winsor,FSales_Growth,3,03_plus_year_industry_fe,471,0.008711832078694772,0.013836495249758208,0.6296270783489779,0.5289386028293054,0.055813374291279416,-0.0373,-2.02,471,FSales_Growth ~ Redundancy + lnN_tech + C(listing_year_fe) + C(industry_fe),
FSales_Growth,winsor,FSales_Growth,4,04_plus_fin_controls,471,0.016558500302844434,0.015752432221345276,1.0511710236344898,0.293180048897699,0.12177040180565923,-0.0373,-2.02,471,FSales_Growth ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + C(listing_year_fe) + C(industry_fe),
FSales_Growth,winsor,FSales_Growth,5,05_plus_issue_underwriter_age,471,0.016731389853655014,0.016485933825545012,1.0148888155628568,0.3101588302120307,0.11856259528004975,-0.0373,-2.02,471,FSales_Growth ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + C(listing_year_fe) + C(industry_fe),
FSales_Growth,winsor,FSales_Growth,6,06_plus_scope_segments_paper_exact,471,0.015557563144069309,0.016304109490309207,0.9542111547592569,0.3399767693775274,0.12697435549012603,-0.0373,-2.02,471,FSales_Growth ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + ScopeLen + NumIndSeg + NumProdSeg + C(listing_year_fe) + C(industry_fe),
FSales_Growth,winsor,FSales_Growth,7,07_plus_rd_staff_extra_not_main,471,0.01768890098086521,0.016952602889200682,1.0434327457840453,0.2967479140951407,0.12980031710119555,-0.0373,-2.02,471,FSales_Growth ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + ScopeLen + NumIndSeg + NumProdSeg + RD_Staff_ipo + C(listing_year_fe) + C(industry_fe),
FSales_Growth,raw,FSales_Growth_raw,1,01_x_only,471,1.1667829470428368,0.9152223985308011,1.2748627534857797,0.20235782443963313,0.0014414725306710618,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy,
FSales_Growth,raw,FSales_Growth_raw,2,02_plus_lnn,471,1.0535228437730617,0.8347876367488293,1.2620249718552616,0.20693980080429752,0.0005861218891199949,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy + lnN_tech,
FSales_Growth,raw,FSales_Growth_raw,3,03_plus_year_industry_fe,471,0.8207020367548288,0.670547232210061,1.2239287515211592,0.22097910632697448,-0.017817361418034805,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy + lnN_tech + C(listing_year_fe) + C(industry_fe),
FSales_Growth,raw,FSales_Growth_raw,4,04_plus_fin_controls,471,0.9965481320127233,0.8014090065055693,1.2434950492483614,0.21368546417616807,0.0010099003690172692,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + C(listing_year_fe) + C(industry_fe),
FSales_Growth,raw,FSales_Growth_raw,5,05_plus_issue_underwriter_age,471,1.0760504957841899,0.8694639546736675,1.2376021915572792,0.21586360143725591,-0.0030605494631839036,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + C(listing_year_fe) + C(industry_fe),
FSales_Growth,raw,FSales_Growth_raw,6,06_plus_scope_segments_paper_exact,471,1.038962973864719,0.8447533649548742,1.229900959222837,0.218734194993097,0.0046119684739390765,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + ScopeLen + NumIndSeg + NumProdSeg + C(listing_year_fe) + C(industry_fe),
FSales_Growth,raw,FSales_Growth_raw,7,07_plus_rd_staff_extra_not_main,471,1.092476320368678,0.8574415084125204,1.2741117728150395,0.20262380671788904,0.003824398403820095,-0.0373,-2.02,471,FSales_Growth_raw ~ Redundancy + lnN_tech + Size_ipo_pre + Lev_ipo_pre + ROA_ipo_pre + Offerfee + Underwriter_ipo + Age + ScopeLen + NumIndSeg + NumProdSeg + RD_Staff_ipo + C(listing_year_fe) + C(industry_fe),
