Symbol,EndDate,Source,StateTypeCode,RDPerson,RDPersonRatio,RDSpendSum,RDSpendSumRatio,RDExpenses,RDInvest,RDInvestRatio,RDInvestNetprofitRatio,Currency,Explanation,code,rd_year,RD_Staff,rd_source_priority,rd_target_year
688197,2021-12-31,0.0,1.0,128.0,85.91,156840885.43,1203.46,156840885.43,,,,CNY,"研发投入总额较上年发生重大变化的原因:随着研发进度的推进,公司研发管线中的部分项目亦逐步进入关键性临床阶段,需进行较大规模的研发投入,导致公司研发费用总额持续增大。项目名称;预计总投资规模;本期投入金额;累计投入金额:二代ALK抑制剂SY-707;238,700,000.00;99,923,273.08;212,648,780.07。二代BTK抑制剂SY-1530;180,000,000.00;5,198,313.71;46,875,617.73。三代ALK抑制剂SY-3505;190,000,000.00;7,156,283.28;20,248,357.35。选择性FGFR4抑制剂SY-4798;213,000,000.00;3,289,270.26;16,646,989.05。选择性RET抑制剂SY-5007;213,000,000.00;2,866,100.00;15,443,087.17。WEE1抑制剂SY-4835;241,000,000.00;3,795,668.84;14,685,250.29。情况说明1.由于药品研发周期长,不确定因素较多,以上仅列示目前自主研发推进的临床在研项目的情况。2.“预计总投资规模”为相关项目的适应症预计可能的投入。上述预计为公司根据研发管线进度进行的合理预测,实际投入可能根据项目进展情况发生变化。",688197,2021,0.8591,1,2021
688199,2018-12-31,1.0,1.0,127.0,,43200900.0,4.3,,,,,CNY,,688199,2018,,0,2018
688200,2019-06-30,1.0,1.0,71.0,34.13,13876400.0,13.57,,,,,CNY,,688200,2019,0.34130000000000005,0,2019
688200,2019-12-31,0.0,1.0,82.0,34.75,32659509.58,12.83,32659509.58,0.0,0.0,,CNY,"报告期内,公司持续加大研发投入,研发投入比去年同期增加33.89%。同时积极进行研发人员的招聘和培养工作,报告期内,新增研发人员11人,增加比例为15.50%。",688200,2019,0.3475,1,2019
688201,2020-06-30,1.0,1.0,263.0,40.59,38637100.0,32.7,,,,,CNY,,688201,2020,0.40590000000000004,0,2020
688202,2018-12-31,1.0,1.0,,,16515700.0,5.08,,,,,CNY,,688202,2018,,0,2018
688203,2021-12-31,1.0,1.0,39.0,10.83,14155800.0,2.42,,,,,CNY,,688203,2021,0.10830000000000001,0,2021
688205,2021-12-31,1.0,1.0,121.0,19.67,57350900.0,7.84,,,,,CNY,,688205,2021,0.1967,0,2021
688206,2020-12-31,1.0,1.0,90.0,53.89,49637300.0,36.1,,,,,CNY,,688206,2020,0.5389,0,2020
688207,2021-06-30,1.0,1.0,153.0,54.64,55234700.0,76.51,,,,,CNY,,688207,2021,0.5464,0,2021
688208,2019-12-31,0.0,1.0,553.0,43.75,180531910.36,15.1,167813278.42,12718631.94,7.05,,CNY,,688208,2019,0.4375,1,2019
688209,2021-06-30,1.0,1.0,158.0,61.48,38708500.0,10.88,,,,,CNY,,688209,2021,0.6148,0,2021
688210,2020-12-31,1.0,1.0,,,31611600.0,9.4,,,,,CNY,,688210,2020,,0,2020
688211,2020-12-31,1.0,1.0,196.0,27.72,107288700.0,8.91,,,,,CNY,,688211,2020,0.2772,0,2020
688212,2020-12-31,1.0,1.0,,,,,39233800.0,,,,CNY,,688212,2020,,0,2020
688213,2021-09-30,1.0,1.0,266.0,39.47,133719000.0,6.55,133719000.0,0.0,,,CNY,,688213,2021,0.3947,0,2021
688215,2019-12-31,1.0,1.0,98.0,22.43,20006300.0,8.1,,,,,CNY,,688215,2019,0.2243,0,2019
688216,2020-12-31,1.0,1.0,195.0,16.06,35024100.0,6.39,,,,,CNY,"报告期内,公司研发活动主要分为封装技术及产品(新产品/新技术)和精益生产线优化设计技术两个方向,其中精益生产线优化设计技术集中体现在设备改造、工艺方法改良、生产工序柔性化等领域。开展精益生产线优化设计研发工作时,公司研发人员的工作场所为各生产工序现场,其研发对象为机器设备、各生产工序及产品生产线,因而精益生产线优化设计研发工作与产品生产存在较多的交叉,自2018年起,公司出于谨慎原则考虑,公司未将该等研发人员的薪酬计入研发费用。",688216,2020,0.1606,0,2020
688217,2020-12-31,1.0,1.0,97.0,17.96,74362200.0,26.1,,,,,CNY,,688217,2020,0.1796,0,2020
688218,2018-12-31,1.0,1.0,,,12668200.0,3.07,,,,,CNY,,688218,2018,,0,2018
688219,2019-12-31,1.0,1.0,,,168744500.0,4.19,,,,,CNY,,688219,2019,,0,2019
688220,2021-06-30,1.0,1.0,874.0,89.55,456170300.0,51.87,,,,,CNY,,688220,2021,0.8955,0,2021
688220,2021-12-31,0.0,1.0,914.0,89.35,1028428027.01,48.13,1028428027.01,0.0,0.0,,CNY,"研发投入总额较上年发生重大变化的原因:主要原因是2021年计入研发费用的股份支付费用较2020年减少13.43亿元。公司2021年研发人员增长,研发费用中的职工薪酬相比2020年度增长。同时公司持续投入购买研发设备和无形资产,也使得2021年研发费用资产折旧及摊销费用较2020年增长。新产品持续研发,2021年研发芯片流片相关的费用较2020年增长。项目名称;预计总投资规模;本期投入金额;累计投入金额:通信系统平台研发及产品支持;649,100,000.00;167,576,006.53;561,751,225.77。商用5G增强移动宽带终端芯片平台;500,000,000.00;198,669,997.74;506,436,493.49。5G智能终端中频段基带芯片和射频芯片开发;650,000,000.00;257,676,710.82;294,131,781.40。面向大型通用云端AI推理和训练一体化的GPU异构架构平台及人工智能芯片开发;87,050,000.00;35,022,843.32;77,999,870.78。智能图像视频处理系统的开发;180,000,000.00;74,346,856.80;165,610,609.70。低功耗无线物联网(WiFi11N/BLE5)应用芯片平台;49,000,000.00;22,333,698.36;40,814,317.57。中",688220,2021,0.8935,1,2021
688221,2019-12-31,1.0,1.0,40.0,,85421200.0,409.5,85421200.0,,,,CNY,,688221,2019,,0,2019
688222,2019-12-31,1.0,1.0,333.0,83.88,91461700.0,34.62,,,,,CNY,,688222,2019,0.8388,0,2019
688223,2021-06-30,1.0,1.0,1153.0,4.66,324024300.0,2.06,,,,,CNY,,688223,2021,0.0466,0,2021
688223,2021-12-31,0.0,1.0,1395.0,4.5,2637083555.99,6.5,2637083555.99,,,,CNY,"注:以上研发投入与财务报表中的研发费用统计口径存在差异,公司研发投入包括各类新技术、新产品的研究与开发支出、研发设备等固定资产折旧,以及为满足相关技术产业化运用涉及的中试等成本费用;而财务报表中的研发费用是按照《企业会计准则第6号——无形资产》中关于内部研究开发费用的确认和计量的相关规定进行核算的,包括研究阶段和开发阶段不满足资本化部分的支出。项目名称;预计总投资规模;本期投入金额;累计投入金额:大尺寸硅片技术研究;127,700,000.00;114,571,853.52;145,809,747.11。低同心圆N型单晶技术研究;100,100,000.00;132,874,307.49;132,874,307.49。可控衰减的N型多晶硅电池产业化关键技术;62,675,100.00;6,076,217.06;197,110,194.73。电池表面低复合钝化技术、新型PN结/背场结构的设计和制备技术;10,272,800.00;1,990,913.31;4,589,543.15。开发高效掺杂的晶体硅PN结/背场研究;7,994,000.00;1,138,876.67;3,047,945.92。基于化学法的晶硅光伏组件环保处理成套工艺技术及关键装备;6,161,700.00;1,158,830.33;2,158,988.58。高效TOPCon电池关键技术研究;900,902,000;",688223,2021,0.045,1,2021
688225,2021-06-30,1.0,1.0,438.0,18.23,97696100.0,20.1,,,,,CNY,,688225,2021,0.18230000000000002,0,2021
688225,2021-12-31,0.0,1.0,557.0,19.61,232168355.19,13.92,232168355.19,,,,CNY,"公司持续加大在威胁检测引擎、威胁防御引擎、防病毒引擎等各类核心引擎的研发投入,以及在XDR平台、安全中台、终端安全防护平台等各类平台研发建设,持续加强零信任、威胁情报等核心技术领域投入,进一步巩固产品技术优势,提升产品竞争力。截至报告期末,公司拥有研发及开发人员共1,131人,占员工总人数的比例为39.82%。其中研发人员557人,占员工总人数之比为19.61%。研发人员包括研发部门人员(专职从事研发工作)和产品部门中主要参与研发工作的人员(即当期50%以上工时计入研发项目的人员);开发人员574人,占员工总人数之比为20.21%,开发人员是产品部门中主要参与解决方案开发工作的人员。",688225,2021,0.1961,1,2021
688226,2020-12-31,1.0,1.0,116.0,11.42,33261300.0,3.51,28372700.0,4888600.0,,,CNY,,688226,2020,0.1142,0,2020
688227,2020-12-31,1.0,1.0,,,33934400.0,7.35,,,,,CNY,,688227,2020,,0,2020
688228,2019-12-31,1.0,1.0,144.0,23.3,33419200.0,11.21,,,,,CNY,,688228,2019,0.233,0,2019
688229,2019-12-31,1.0,1.0,173.0,52.27,31064800.0,18.88,,,,,CNY,,688229,2019,0.5227,0,2019
688230,2020-12-31,1.0,1.0,45.0,54.22,23573000.0,6.4,,,,,CNY,,688230,2020,0.5422,0,2020
688231,2021-12-31,1.0,1.0,64.0,13.79,52671000.0,7.26,52671000.0,0.0,,,CNY,,688231,2021,0.1379,0,2021
688232,2020-12-31,1.0,1.0,1746.0,28.54,323803200.0,15.24,323803200.0,0.0,,,CNY,,688232,2020,0.2854,0,2020
688233,2019-06-30,1.0,1.0,18.0,12.59,5552300.0,3.94,,,,,CNY,,688233,2019,0.1259,0,2019
688233,2019-12-31,0.0,1.0,21.0,15.11,9893957.97,5.25,9893957.97,0.0,0.0,,CNY,,688233,2019,0.15109999999999998,1,2019
688234,2021-06-30,1.0,1.0,81.0,17.23,41673100.0,16.86,51636200.0,,,,CNY,,688234,2021,0.1723,0,2021
688234,2021-12-31,0.0,1.0,79.0,15.9,73736131.22,14.93,73736131.22,,,,CNY,"本期公司研发投入持续保持较快的增长速度,一方面公司持续加大针对导电型衬底大规模产业化相关的研发投入,为满足上海临港项目投产奠定基础;另一方面,公司持续加大大尺寸高性能指标产品的研发和技术迭代,持续保持领先的竞争优势。",688234,2021,0.159,1,2021
688235,2020-12-31,1.0,1.0,,,2120200000.0,421.78,,,,,CNY,,688235,2020,,0,2020
688236,2020-12-31,1.0,1.0,,,72602800.0,7.74,,,,,CNY,,688236,2020,,0,2020
688237,2021-12-31,1.0,1.0,15.0,12.71,12894600.0,9.13,,,,,CNY,,688237,2021,0.12710000000000002,0,2021
688238,2021-06-30,1.0,1.0,79.0,21.18,8440500.0,8.52,,,,,CNY,,688238,2021,0.2118,0,2021
688239,2020-12-31,1.0,1.0,43.0,10.91,34131700.0,5.09,27021200.0,7110500.0,,,CNY,,688239,2020,0.1091,0,2020
688244,2021-12-31,1.0,1.0,190.0,46.91,49940900.0,15.6,,,,,CNY,,688244,2021,0.46909999999999996,0,2021
688246,2020-12-31,1.0,1.0,25.0,1.49,92268700.0,17.35,,,,,CNY,,688246,2020,0.0149,0,2020
688247,2021-12-31,1.0,1.0,118.0,45.74,103632000.0,32.85,,,,,CNY,,688247,2021,0.45740000000000003,0,2021
688248,2020-12-31,1.0,1.0,98.0,35.64,69702200.0,6.25,,,,,CNY,,688248,2020,0.3564,0,2020
688249,2022-12-31,1.0,1.0,1388.0,32.86,857070000.0,8.53,,,,,CNY,,688249,2022,0.3286,0,2022
688251,2021-12-31,1.0,1.0,147.0,26.73,37170900.0,6.9,,,,,CNY,,688251,2021,0.2673,0,2021
688252,2021-12-31,1.0,1.0,220.0,69.18,131166000.0,11.76,,,,,CNY,,688252,2021,0.6918000000000001,0,2021
688253,2021-12-31,1.0,1.0,75.0,19.43,31112300.0,9.52,31112300.0,,,,CNY,,688253,2021,0.1943,0,2021
688255,2020-12-31,1.0,1.0,75.0,16.67,25607300.0,4.31,,,,,CNY,,688255,2020,0.16670000000000001,0,2020
688256,2019-12-31,1.0,1.0,680.0,79.25,543045400.0,122.32,,,,,CNY,,688256,2019,0.7925,0,2019
688257,2020-12-31,1.0,1.0,89.0,12.33,38651600.0,5.3,,,,,CNY,,688257,2020,0.1233,0,2020
688258,2018-12-31,1.0,1.0,241.0,72.81,20394500.0,11.61,20394500.0,0.0,,,CNY,,688258,2018,0.7281,0,2018
688259,2021-06-30,1.0,1.0,93.0,27.6,35063800.0,20.73,,,,,CNY,,688259,2021,0.276,0,2021
688259,2021-12-31,0.0,1.0,102.0,29.23,119994875.65,18.73,119994875.65,0.0,0.0,,CNY,"2021年度研发投入总额为11,999.49万元,较2020年研发投入总额增长474.30%,主要系公司为提升核心竞争力,促进技术水平的提升,进一步扩充研发团队,加大研发投入积极开展研发活动所致。随着现有产品改进及工艺开发以及新产品及新工艺开发,与研发相关的职工薪酬、流片费用、折旧和摊销、材料实验费大幅增加。",688259,2021,0.2923,1,2021
688260,2020-06-30,1.0,1.0,126.0,13.45,15695400.0,5.91,,,,,CNY,,688260,2020,0.13449999999999998,0,2020
688261,2021-06-30,1.0,1.0,31.0,46.0,16501200.0,5.14,,,,,CNY,,688261,2021,0.46,0,2021
688261,2021-12-31,0.0,1.0,33.0,44.0,41433948.6,5.3,41433948.6,,,,CNY,"研发投入总额较上年发生重大变化的原因:报告期内,公司研发投入总额较上年同期增长159.07%,主要系公司持续加强研发投入特别是先进制程产品研发,相应的材料、职工薪酬、加工费及平台开发等投入均大幅增长。
项目名称;预计总投资规模;本期投入金额;累计投入金额;
第三代超级结器件研发;14,020,000.00;6,300,740.23;14,210,013.33。
超低FOM及高性能的150VSGT功率器件研发;5,820,000.00;6,132,158.64;9,223,321.95。
12英寸大晶圆60V-100VSGT研发;4,570,000.00;5,120,413.34;6,627,401.54。
超级硅功率器件;13,490,000.00;3,503,231.38;3,503,231.38。
8英寸线700V及以上GreenMOS高压的超级结芯片;23,510,000.00;5,442,301.22;5,442,301.22。
12英寸先进工艺GreenMOS超级结MOSFET;24,510,000.00;5,991,699.82;5,991,699.82。
900V以下三栅IGBT(Tri-gateIGBT);14,060,000.00;3,870,404.79;3,870,404.79。
900V及以上三栅IGBT;16,670,000.00;3,2",688261,2021,0.44,1,2021
688262,2021-06-30,1.0,1.0,147.0,58.57,36764500.0,26.21,,,,,CNY,,688262,2021,0.5857,0,2021
688262,2021-12-31,0.0,1.0,158.0,57.9,89472485.02,21.96,89472485.02,0.0,,,CNY,"项目名称;本期投入金额;累计投入金额;CPU内核和SoC芯片设计平台;1,180.95;5,625.56。云安全芯片;1,329.09;3,971.91。端安全芯片;2,616.65;9,684.73。汽车电子与工业控制;893.47;3,469.38。边缘计算与网络通信;769.86;2,200.07。安全模组与微系统;2,157.23;5,474.55。合计;8,947.25;30,426.2。",688262,2021,0.579,1,2021
688265,2020-12-31,1.0,1.0,54.0,14.75,34416400.0,17.54,,,,,CNY,,688265,2020,0.1475,0,2020
688266,2019-06-30,1.0,1.0,115.0,56.93,75710600.0,,75710600.0,0.0,,,CNY,,688266,2019,0.5693,0,2019
688266,2019-12-31,0.0,1.0,134.0,55.6,183841536.26,,183841536.26,0.0,0.0,,CNY,,688266,2019,0.556,1,2019
688267,2021-06-30,1.0,1.0,121.0,18.17,17123700.0,5.3,,,,,CNY,,688267,2021,0.18170000000000003,0,2021
688267,2021-12-31,0.0,1.0,152.0,22.86,36971362.86,6.59,36971362.86,0.0,0.0,,CNY,"报告期内,公司研发投入比上年度增长了31.30%,主要系报告期内公司持续加大研发投入。",688267,2021,0.2286,1,2021
688268,2018-12-31,1.0,1.0,61.0,7.52,21617400.0,2.64,,,,,CNY,,688268,2018,0.07519999999999999,0,2018
688269,2020-12-31,1.0,1.0,57.0,29.08,33358200.0,3.17,,,,,CNY,,688269,2020,0.2908,0,2020
688270,2021-06-30,1.0,1.0,67.0,48.91,17723300.0,21.16,,,,,CNY,,688270,2021,0.4891,0,2021
688270,2021-12-31,0.0,1.0,81.0,50.63,40510766.64,21.26,40510766.64,0.0,0.0,,CNY,"研发投入总额较上年发生重大变化的原因:报告期内,公司研发投入比上年度增长了33.68%,主要系报告期内公司持续加大研发投入。项目名称;本期投入金额;累计投入金额:宇航高可靠精密电源系统套片研究;1,099.87;1,099.87。宽带高线性射频收发芯片研究;975.22;2,090.02。多路射频直采收发芯片及同步收发系统研究;787.01;787.01。宽带高线性高效率射频前端芯片研究;262.22;262.22。综合相控阵微系统研究;632.98;925.80。基带射频一体化SDR微系统研究;292.84;500.72。卫星配电用宇航固态电子开关研究;0.94;548.86。",688270,2021,0.5063,1,2021
688271,2021-12-31,1.0,1.0,2147.0,39.19,1048224200.0,14.45,968351300.0,79872900.0,,,CNY,,688271,2021,0.39189999999999997,0,2021
688272,2020-12-31,1.0,1.0,90.0,41.1,33121800.0,10.12,,,,,CNY,公司研发费用的构成主要包括研发人员的薪酬及福利费、物料消耗、房租费、 水电费及物业费等,688272,2020,0.41100000000000003,0,2020
688273,2021-12-31,1.0,1.0,116.0,24.02,37228200.0,10.9,,,,,CNY,,688273,2021,0.2402,0,2021
688275,2021-12-31,1.0,1.0,148.0,12.4,80441900.0,3.61,80441900.0,,,,CNY,,688275,2021,0.124,0,2021
688276,2020-12-31,1.0,1.0,117.0,11.15,220002600.0,15.26,93364900.0,126637700.0,,,CNY,,688276,2020,0.1115,0,2020
688277,2019-12-31,1.0,1.0,102.0,36.17,77012900.0,33.55,77012900.0,0.0,,,CNY,,688277,2019,0.3617,0,2019
688278,2019-06-30,1.0,1.0,127.0,17.37,28439900.0,8.92,27179500.0,,,,CNY,,688278,2019,0.17370000000000002,0,2019
688278,2019-12-31,0.0,1.0,135.0,16.67,64748523.67,8.87,53405572.78,11342950.89,17.52,,CNY,,688278,2019,0.16670000000000001,1,2019
688279,2021-06-30,1.0,1.0,90.0,67.16,13904600.0,7.64,,,,,CNY,,688279,2021,0.6716,0,2021
688280,2020-12-31,1.0,1.0,451.0,54.87,127865400.0,22.11,,,,,CNY,,688280,2020,0.5487,0,2020
688281,2021-06-30,1.0,1.0,48.0,20.78,27885000.0,14.16,,,,,CNY,,688281,2021,0.2078,0,2021
688282,2021-06-30,1.0,1.0,14.0,17.07,9496000.0,6.48,,,,,CNY,,688282,2021,0.1707,0,2021
688283,2021-06-30,1.0,1.0,48.0,52.17,9192400.0,23.67,,,,,CNY,,688283,2021,0.5217,0,2021
688283,2021-12-31,0.0,1.0,54.0,54.0,18956876.89,11.64,18956876.89,,,,CNY,,688283,2021,0.54,1,2021
688285,2020-12-31,1.0,1.0,134.0,13.32,53577700.0,3.96,,,,,CNY,,688285,2020,0.1332,0,2020
688286,2019-12-31,1.0,1.0,95.0,29.6,35670400.0,12.56,,,,,CNY,,688286,2019,0.29600000000000004,0,2019
688288,2018-12-31,1.0,1.0,174.0,,39891700.0,15.98,,,,,CNY,,688288,2018,,0,2018
688289,2019-12-31,1.0,1.0,229.0,34.49,38954500.0,10.66,,,,,CNY,,688289,2019,0.34490000000000004,0,2019
688290,2021-12-31,1.0,1.0,97.0,38.49,28599800.0,8.2,,,,,CNY,,688290,2021,0.3849,0,2021
688291,2021-12-31,1.0,1.0,98.0,37.26,27597300.0,13.61,,,,,CNY,,688291,2021,0.3726,0,2021
688292,2021-12-31,1.0,1.0,175.0,41.18,65105000.0,15.89,,,,,CNY,,688292,2021,0.4118,0,2021
688293,2021-12-31,1.0,1.0,34.0,16.35,19688900.0,9.26,,,,,CNY,,688293,2021,0.1635,0,2021
688295,2021-06-30,1.0,1.0,35.0,2.16,15970700.0,4.19,,,,,CNY,,688295,2021,0.0216,0,2021
688296,2020-12-31,1.0,1.0,208.0,31.76,38928100.0,10.71,,,,,CNY,,688296,2020,0.3176,0,2020
688297,2021-12-31,1.0,1.0,82.0,20.25,159670000.0,6.45,,,,,CNY,,688297,2021,0.2025,0,2021
688298,2019-06-30,1.0,1.0,,,14968700.0,8.82,14968700.0,0.0,,,CNY,"报告期内,发行人的研发费用均为费用化支出,无资本化支出。",688298,2019,,0,2019
688298,2019-12-31,0.0,1.0,131.0,12.57,31755944.68,8.64,31755944.68,0.0,0.0,,CNY,,688298,2019,0.1257,1,2019
688299,2018-12-31,1.0,1.0,,,27374300.0,3.96,,,,,CNY,,688299,2018,,0,2018
688300,2018-12-31,1.0,1.0,36.0,,10555500.0,3.8,,,,,CNY,,688300,2018,,0,2018
688301,2019-12-31,1.0,1.0,157.0,34.06,87984700.0,16.11,,,,,CNY,,688301,2019,0.3406,0,2019
688302,2021-06-30,1.0,1.0,80.0,70.8,128006800.0,,,,,,CNY,"注:公司核心产品均处于在研状态,尚未形成销售收入,研发投入占营业收入的比例不具有参考性。",688302,2021,0.708,0,2021
688303,2020-12-31,1.0,1.0,422.0,22.13,47400900.0,1.02,,,,,CNY,,688303,2020,0.2213,0,2020
688305,2020-12-31,1.0,1.0,161.0,28.96,107144000.0,54.08,21625300.0,85518700.0,,,CNY,,688305,2020,0.2896,0,2020
688306,2021-06-30,1.0,1.0,543.0,33.13,41689300.0,3.26,,,,,CNY,,688306,2021,0.33130000000000004,0,2021
688307,2022-06-30,1.0,1.0,150.0,22.97,19083800.0,10.16,,,,,CNY,,688307,2022,0.2297,0,2022
688307,2022-12-31,0.0,1.0,134.0,21.93,40682943.84,10.07,40682943.84,0.0,0.0,,CNY,"1.研发投入总额较上年发生重大变化的原因:报告期内研发投入 4,068.29 万元,较上年同比上升 22.75%,主要系新产品开发项目增多、研发设备投入增加,以及研发人员薪酬有所增长所致。2.在研项目情况:项目名称 	预计总投资规模 	本期投入金额 	累计投入金额﻿4K超高清折返式超短焦镜头研发 	8000000	3919900	51900008K全画幅电影镜头超全系列产品研发 	25000000	7019300	19261500超大靶面4K超高清变焦镜头开发 	12000000	779100	2660400超高精密零部件设计及应用研究	8000000	2734700	3492000超高清无人机载小型轻量变焦镜头开发 	4000000	1456300	3179800超高速精准驱动控制技术研究及应用 	10000000	1400300	4134100高级别智能驾驶技术车载镜头开发 	7000000	1807500	3125300高清广角无畸变视讯会议镜头开发 	10000000	802800	802800高速精准变焦聚焦日夜共焦一体机镜头开发 	30000000	8758900	16502600光学防抖技术研究及在超长焦变焦镜头中的应用 	5000000	982200	1997600可穿戴产品用镜头设计及应用研究 	1000000	88900	88900其他新兴领域产品预研 	500",688307,2022,0.2193,1,2022
688308,2019-12-31,1.0,1.0,,,30702900.0,5.09,,,,,CNY,,688308,2019,,0,2019
688309,2019-12-31,1.0,1.0,30.0,31.25,10394400.0,4.43,,,,,CNY,,688309,2019,0.3125,0,2019
688310,2018-12-31,1.0,1.0,91.0,12.57,19423000.0,9.04,,,,,CNY,,688310,2018,0.1257,0,2018
688311,2019-12-31,1.0,1.0,92.0,33.45,28191200.0,9.96,,,,,CNY,,688311,2019,0.3345,0,2019
688312,2019-12-31,1.0,1.0,175.0,35.57,43674100.0,16.13,,,,,CNY,,688312,2019,0.3557,0,2019
688313,2019-12-31,1.0,1.0,142.0,11.92,59607500.0,10.91,,,,,CNY,,688313,2019,0.1192,0,2019
688314,2020-12-31,1.0,1.0,33.0,18.86,16899800.0,10.3,,,,,CNY,,688314,2020,0.1886,0,2020
688315,2020-12-31,1.0,1.0,434.0,21.8,112315000.0,7.54,,,,,CNY,,688315,2020,0.218,0,2020
688316,2020-06-30,1.0,1.0,200.0,39.76,36530300.0,25.34,,,,,CNY,,688316,2020,0.39759999999999995,0,2020
688316,2020-12-31,0.0,1.0,239.0,42.3,75644385.37,17.65,75644385.37,0.0,0.0,,CNY,,688316,2020,0.423,1,2020
688317,2020-03-31,1.0,1.0,84.0,37.33,6907100.0,3.17,,,,,CNY,,688317,2020,0.37329999999999997,0,2020
688317,2020-12-31,0.0,1.0,109.0,37.72,52425072.12,2.55,52425072.12,0.0,0.0,,CNY,"公司始终注重技术创新及研发投入,报告期内研发投入较上年同期增长123.99%。",688317,2020,0.3772,1,2020
688318,2019-12-31,1.0,1.0,165.0,63.46,30108400.0,13.34,,,,,CNY,,688318,2019,0.6346,0,2019
688319,2020-12-31,1.0,1.0,59.0,17.35,43796800.0,13.68,42726800.0,1070000.0,,,CNY,,688319,2020,0.17350000000000002,0,2020
688320,2021-12-31,1.0,1.0,316.0,22.8,87001300.0,11.58,,,,,CNY,,688320,2021,0.228,0,2021
688321,2018-12-31,1.0,1.0,104.0,28.03,82482000.0,55.85,43160500.0,39321500.0,,,CNY,,688321,2018,0.2803,0,2018
688322,2021-12-31,1.0,1.0,643.0,62.79,387519900.0,81.73,,,,,CNY,,688322,2021,0.6279,0,2021
688323,2020-12-31,1.0,1.0,57.0,18.69,23095700.0,6.6,,,,,CNY,,688323,2020,0.1869,0,2020
688325,2021-06-30,1.0,1.0,47.0,47.47,32626700.0,19.9,,,,,CNY,,688325,2021,0.4747,0,2021
688326,2021-06-30,1.0,1.0,1373.0,44.94,186817400.0,13.56,,,,,CNY,,688326,2021,0.44939999999999997,0,2021
688327,2021-12-31,1.0,1.0,575.0,51.34,534166500.0,49.67,,,,,CNY,,688327,2021,0.5134000000000001,0,2021
688328,2020-06-30,1.0,1.0,241.0,30.13,24829500.0,12.74,,,,,CNY,,688328,2020,0.3013,0,2020
688328,2020-12-31,0.0,1.0,301.0,29.53,60769530.62,9.38,60769530.62,0.0,0.0,,CNY,,688328,2020,0.2953,1,2020
688329,2020-06-30,1.0,1.0,117.0,21.47,13858600.0,15.33,,,,,CNY,,688329,2020,0.2147,0,2020
688329,2020-12-31,0.0,1.0,113.0,20.81,32242358.85,10.4,32242358.85,0.0,,,CNY,"医疗服务机构对药品等医疗物资的管理要求不断提升,公司也在持续加强主营业务各板块的产品延升及各产品的深度功能性开发,针对互联网+、5G移动式院外智能药房设备、中药个性化制剂制备、超低温下药品物流等领域需求挖掘,个性化订制新产品上市和产品迭代升级能力不断提升,随之研发费用增长。",688329,2020,0.20809999999999998,1,2020
688330,2019-12-31,1.0,1.0,107.0,23.41,36710200.0,5.21,,,,,CNY,,688330,2019,0.2341,0,2019
688331,2021-06-30,1.0,1.0,891.0,51.35,326604400.0,1056.46,326604400.0,0.0,,,CNY,,688331,2021,0.5135000000000001,0,2021
688332,2021-12-31,1.0,1.0,111.0,76.02,76771900.0,6.83,,,,,CNY,,688332,2021,0.7602,0,2021
688334,2022-12-31,1.0,1.0,78.0,12.36,49793600.0,9.56,,,,,CNY,,688334,2022,0.12359999999999999,0,2022
688335,2019-12-31,1.0,1.0,52.0,53.0,20509000.0,5.97,,,,,CNY,,688335,2019,0.53,0,2019
688336,2019-12-31,1.0,1.0,261.0,19.19,292172600.0,24.82,278889300.0,13283300.0,,,CNY,,688336,2019,0.19190000000000002,0,2019
688337,2021-06-30,1.0,1.0,136.0,34.0,50722700.0,23.91,,,,,CNY,,688337,2021,0.34,0,2021
688338,2019-12-31,1.0,1.0,44.0,15.94,13861800.0,6.04,,,,,CNY,,688338,2019,0.1594,0,2019
688339,2019-12-31,1.0,1.0,182.0,33.21,83901900.0,36.72,,,,,CNY,,688339,2019,0.3321,0,2019
688343,2022-06-30,1.0,1.0,511.0,59.98,146706000.0,79.13,,,,,CNY,,688343,2022,0.5998,0,2022
688343,2022-12-31,0.0,1.0,521.0,62.55,346528436.73,63.44,346528436.73,,,,CNY,项目名称	预计总投资规模	本期投入金额	累计投入金额NNP400T	110000000	36528900	75804800DETVM工具链平台V2.0	40000000	7413300	29363900DeepEdge10	270000000	100812100	189086200NNP310I	40000000	10301400	35057800大规模目标识别技术	35000000	25126300	25126300三维视觉技术	25000000	16406200	22549200基于图的数据挖掘技术	22000000	12403700	12403700“深彻”社会治理AI应用系统1.1.0	21000000	15259600	24466400“深海”城市多维大数据软件系统1.2.0	45000000	20131700	37599900“天图”社群人口分析赋能平台1.2.0	25000000	22701100	26296900“天工”数据标注与算法训练平台	18000000	17017900	22134700“天仪”SDC端边服务能力平台	16000000	16240200	20567300商簿-Mall3.0	22000000	19966000	19966000商簿-Campus3.0	10000000	10336700	10336700,688343,2022,0.6255,1,2022
688345,2020-12-31,1.0,1.0,190.0,9.28,60946000.0,4.26,,,,,CNY,,688345,2020,0.0928,0,2020
688347,2022-12-31,1.0,1.0,1195.0,17.68,1076671800.0,6.41,,,,,CNY,,688347,2022,0.17679999999999998,0,2022
688348,2021-12-31,1.0,1.0,87.0,48.6,31173100.0,4.69,,,,,CNY,,688348,2021,0.486,0,2021
688349,2021-12-31,1.0,1.0,577.0,16.52,541891000.0,5.33,,,,,CNY,,688349,2021,0.16519999999999999,0,2021
