Symbol,EndDate,Source,StateTypeCode,RDPerson,RDPersonRatio,RDSpendSum,RDSpendSumRatio,RDExpenses,RDInvest,RDInvestRatio,RDInvestNetprofitRatio,Currency,Explanation,code,rd_year,RD_Staff,rd_source_priority,rd_target_year
688607,2020-06-30,1.0,1.0,49.0,26.78,10964400.0,8.93,,,,,CNY,,688607,2020,0.26780000000000004,0,2020
688607,2020-12-31,0.0,1.0,54.0,28.27,26065609.83,7.68,26065609.83,0.0,0.0,,CNY,"1.本期费用化研发投入为26,065,609.83元,增幅34.97%,主要原因为公司为了扩大市场,公司加大研发投入,研发人员薪酬增加所致。",688607,2020,0.2827,1,2020
688608,2019-12-31,1.0,1.0,,,132362900.0,20.4,,,,,CNY,,688608,2019,,0,2019
688609,2020-06-30,1.0,1.0,570.0,43.54,57152500.0,5.51,,,,,CNY,,688609,2020,0.4354,0,2020
688609,2020-12-31,0.0,1.0,644.0,45.93,131300577.34,6.47,131300577.34,,,,CNY,,688609,2020,0.4593,1,2020
688610,2022-12-31,1.0,1.0,69.0,26.14,22354700.0,8.51,,,,,CNY,,688610,2022,0.2614,0,2022
688611,2020-12-31,1.0,1.0,91.0,44.83,21583100.0,9.1,,,,,CNY,,688611,2020,0.4483,0,2020
688612,2022-12-31,1.0,1.0,524.0,20.02,191409600.0,4.99,,,,,CNY,,688612,2022,0.2002,0,2022
688613,2020-12-31,1.0,1.0,17.0,13.08,16008500.0,8.71,,,,,CNY,,688613,2020,0.1308,0,2020
688616,2020-06-30,1.0,1.0,117.0,20.21,10219200.0,5.17,,,,,CNY,,688616,2020,0.2021,0,2020
688616,2020-12-31,0.0,1.0,116.0,23.2,23358051.41,5.16,23358051.41,0.0,0.0,,CNY,,688616,2020,0.23199999999999998,1,2020
688617,2020-06-30,1.0,1.0,161.0,18.51,29224400.0,15.15,,,,,CNY,,688617,2020,0.18510000000000001,0,2020
688617,2020-12-31,0.0,1.0,191.0,19.43,71899383.64,15.0,71899383.64,,0.0,,CNY,,688617,2020,0.1943,1,2020
688618,2019-12-31,1.0,1.0,,,27871200.0,16.16,,,,,CNY,,688618,2019,,0,2019
688619,2020-06-30,1.0,1.0,155.0,36.3,14484900.0,12.53,,,,,CNY,,688619,2020,0.363,0,2020
688619,2020-12-31,0.0,1.0,159.0,36.81,38135739.86,6.18,38135739.86,0.0,0.0,,CNY,,688619,2020,0.36810000000000004,1,2020
688620,2022-12-31,1.0,1.0,215.0,65.15,93933200.0,18.46,,,,,CNY,,688620,2022,0.6515000000000001,0,2022
688621,2020-12-31,1.0,1.0,584.0,79.67,34192300.0,9.84,,,,,CNY,,688621,2020,0.7967,0,2020
688622,2020-12-31,1.0,1.0,135.0,23.94,38971200.0,12.48,,,,,CNY,,688622,2020,0.2394,0,2020
688623,2022-12-31,1.0,1.0,92.0,20.58,25583500.0,6.88,,,,,CNY,,688623,2022,0.20579999999999998,0,2022
688625,2020-12-31,1.0,1.0,19.0,11.66,17845200.0,3.88,,,,,CNY,,688625,2020,0.1166,0,2020
688626,2020-06-30,1.0,1.0,276.0,22.83,19702500.0,10.6,,,,,CNY,,688626,2020,0.22829999999999998,0,2020
688626,2020-12-31,0.0,1.0,309.0,23.61,51551364.79,10.4,51551364.79,0.0,0.0,,CNY,,688626,2020,0.2361,1,2020
688627,2022-12-31,1.0,1.0,136.0,31.12,46052200.0,9.13,,,,,CNY,,688627,2022,0.31120000000000003,0,2022
688628,2020-06-30,1.0,1.0,122.0,13.72,21711000.0,4.2,,,,,CNY,,688628,2020,0.13720000000000002,0,2020
688628,2020-12-31,0.0,1.0,132.0,15.55,42025433.12,4.75,42025433.12,,,,CNY,"主要系报告期加大研发投入,研发人工成本增加。",688628,2020,0.1555,1,2020
688629,2022-12-31,1.0,1.0,298.0,14.42,82876700.0,8.42,,,,,CNY,,688629,2022,0.1442,0,2022
688630,2020-06-30,1.0,1.0,,,20150200.0,26.55,,,,,CNY,,688630,2020,,0,2020
688630,2020-12-31,0.0,1.0,76.0,32.48,33943566.54,10.95,33943566.54,0.0,0.0,,CNY,,688630,2020,0.3248,1,2020
688631,2022-12-31,1.0,1.0,310.0,34.64,118721700.0,7.53,,,,,CNY,,688631,2022,0.3464,0,2022
688633,2020-06-30,1.0,1.0,64.0,16.04,13359000.0,6.05,,,,,CNY,,688633,2020,0.1604,0,2020
688633,2020-12-31,0.0,1.0,64.0,15.53,32746549.11,5.85,32746549.11,,,,CNY,主要系报告期内加大研发投入成本增加所致。,688633,2020,0.1553,1,2020
688636,2020-06-30,1.0,1.0,201.0,54.77,24548700.0,22.51,,,,,CNY,公司研发费用的构成主要包括研发人员的薪酬及福利费、差旅费、技术服务费等。,688636,2020,0.5477000000000001,0,2020
688638,2022-12-31,1.0,1.0,231.0,14.96,43746900.0,6.13,,,,,CNY,,688638,2022,0.1496,0,2022
688639,2020-06-30,1.0,1.0,59.0,10.42,17841000.0,6.9,,,,,CNY,,688639,2020,0.1042,0,2020
688646,2022-12-31,1.0,1.0,276.0,35.34,48028500.0,8.91,,,,,CNY,,688646,2022,0.35340000000000005,0,2022
688648,2022-12-31,1.0,1.0,,,87396700.0,3.94,87396700.0,,,,CNY,,688648,2022,,0,2022
688651,2022-12-31,1.0,1.0,171.0,38.6,47705400.0,20.2,,,,,CNY,,688651,2022,0.386,0,2022
688652,2022-12-31,1.0,1.0,,20.05,48407000.0,7.29,,,,,CNY,,688652,2022,0.2005,0,2022
688653,2022-12-31,1.0,1.0,64.0,40.76,54670400.0,13.02,,,,,CNY,,688653,2022,0.40759999999999996,0,2022
688655,2020-12-31,1.0,1.0,296.0,29.57,28394900.0,6.34,,,,,CNY,,688655,2020,0.2957,0,2020
688656,2020-06-30,1.0,1.0,60.0,17.91,11444200.0,14.51,,,,,CNY,,688656,2020,0.1791,0,2020
688656,2020-12-31,0.0,1.0,62.0,17.97,24131000.0,10.88,24131000.0,0.0,0.0,,CNY,,688656,2020,0.1797,1,2020
688657,2022-12-31,1.0,1.0,220.0,34.98,51903800.0,21.56,,,,,CNY,,688657,2022,0.34979999999999994,0,2022
688658,2019-12-31,1.0,1.0,,,148419100.0,3.46,,,,,CNY,,688658,2019,,0,2019
688659,2020-06-30,1.0,1.0,36.0,7.03,10825100.0,6.04,,,,,CNY,,688659,2020,0.0703,0,2020
688660,2020-12-31,1.0,1.0,553.0,27.72,559814900.0,2.71,,,,,CNY,,688660,2020,0.2772,0,2020
688661,2020-06-30,1.0,1.0,47.0,20.09,6139600.0,7.17,6139600.0,0.0,,,CNY,,688661,2020,0.2009,0,2020
688662,2020-06-30,1.0,1.0,160.0,10.53,9857500.0,3.96,,,,,CNY,,688662,2020,0.10529999999999999,0,2020
688663,2020-06-30,1.0,1.0,99.0,20.41,10498600.0,3.42,,,,,CNY,公司研发费用主要由研发人员的工资、直接材料投入、设备折旧等费用组成。,688663,2020,0.2041,0,2020
688663,2020-12-31,0.0,1.0,132.0,26.14,32232860.68,3.8200000000000003,32232860.68,,,,CNY,,688663,2020,0.2614,1,2020
688665,2020-06-30,1.0,1.0,108.0,20.34,7525600.0,7.13,,,,,CNY,,688665,2020,0.2034,0,2020
688665,2020-12-31,0.0,1.0,129.0,19.37,19895071.64,6.46,19895071.64,,,,CNY,,688665,2020,0.1937,1,2020
688667,2020-12-31,1.0,1.0,286.0,66.05,47411800.0,6.22,,,,,CNY,,688667,2020,0.6605,0,2020
688668,2019-12-31,1.0,1.0,,,17807600.0,7.7,,,,,CNY,,688668,2019,,0,2019
688669,2020-06-30,1.0,1.0,164.0,14.94,23790200.0,2.96,,,,,CNY,,688669,2020,0.1494,0,2020
688669,2020-12-31,0.0,1.0,196.0,17.0,59691900.0,3.1,59691900.0,0.0,0.0,,CNY,"公司坚持科研创新,并持续增加研发投入,2020年研发投入较2019年同比增长31.49%,主要原因系:(1)为拓宽产品在下游新增细分应用领域的研究,如塑料粒子用于卫浴领域、塑料制品用于包装材料等,新购置了研发设备和检测设备。(2)新引进并完善多层次研发人员体系,研发人员由155人增至196人,工资薪酬相应增加。",688669,2020,0.17,1,2020
688670,2020-12-31,1.0,1.0,37.0,11.21,28533100.0,4.84,28533100.0,,,,CNY,,688670,2020,0.1121,0,2020
688671,2022-12-31,1.0,1.0,94.0,12.65,38221800.0,8.09,,,,,CNY,,688671,2022,0.1265,0,2022
688676,2020-12-31,1.0,1.0,305.0,16.7,111905300.0,4.62,,,,,CNY,,688676,2020,0.16699999999999998,0,2020
688677,2020-06-30,1.0,1.0,71.0,13.92,12130400.0,8.97,12130400.0,,,,CNY,,688677,2020,0.1392,0,2020
688677,2020-12-31,0.0,1.0,78.0,14.18,30920677.46,11.24,30920677.46,0.0,0.0,,CNY,,688677,2020,0.1418,1,2020
688678,2019-12-31,1.0,1.0,,,21890800.0,4.94,,,,,CNY,,688678,2019,,0,2019
688679,2019-12-31,1.0,1.0,118.0,,30870100.0,3.99,,,,,CNY,,688679,2019,,0,2019
688680,2020-06-30,1.0,1.0,71.0,14.76,22551900.0,4.07,,,,,CNY,,688680,2020,0.1476,0,2020
688680,2020-12-31,0.0,1.0,72.0,12.74,65484991.84,4.42,65484991.84,,,,CNY,"公司经营能力增强,持续加大光伏产业前瞻性研究以及跨行业高分子膜的研发投入,研发投入总额增加。",688680,2020,0.1274,1,2020
688681,2020-12-31,1.0,1.0,133.0,24.05,27579900.0,8.29,,,,,CNY,,688681,2020,0.24050000000000002,0,2020
688682,2020-06-30,1.0,1.0,10.0,11.9,5882000.0,9.31,,,,,CNY,,688682,2020,0.11900000000000001,0,2020
688683,2020-06-30,1.0,1.0,101.0,12.47,8278600.0,5.16,,,,,CNY,,688683,2020,0.1247,0,2020
688683,2020-12-31,0.0,1.0,99.0,13.32,22703291.9,5.66,22703291.9,,,,CNY,,688683,2020,0.1332,1,2020
688685,2020-12-31,1.0,1.0,90.0,27.03,16488100.0,5.71,,,,,CNY,,688685,2020,0.2703,0,2020
688686,2019-12-31,1.0,1.0,,,58183800.0,11.09,,,,,CNY,,688686,2019,,0,2019
688687,2020-06-30,1.0,1.0,65.0,13.37,35340900.0,11.27,23674900.0,11666000.0,,,CNY,,688687,2020,0.13369999999999999,0,2020
688687,2020-12-31,0.0,1.0,77.0,14.92,68090138.71,7.9,56424165.46,11665973.25,17.13,,CNY,"2020年度,研发投入资本化的比重下降26.63个百分点,主要系:2020年1季度,公司在研产品盐酸可洛派韦胶囊和索磷布韦片分别获取《药品注册批件》,并投入生产,对应研发支出转入无形资产,且当年无其他符合资本化条件的研发投入,故2020年度研发投入资本化的比重降幅较大。",688687,2020,0.1492,1,2020
688689,2020-06-30,1.0,1.0,,,15260600.0,5.79,,,,,CNY,,688689,2020,,0,2020
688689,2020-12-31,0.0,1.0,150.0,13.27,35356638.08,5.79,35356638.08,,0.0,,CNY,,688689,2020,0.13269999999999998,1,2020
688690,2020-12-31,1.0,1.0,114.0,30.48,33273100.0,16.23,,,,,CNY,,688690,2020,0.3048,0,2020
688693,2022-12-31,1.0,1.0,40.0,42.11,22719500.0,9.65,,,,,CNY,,688693,2022,0.4211,0,2022
688696,2020-06-30,1.0,1.0,351.0,21.21,51645700.0,4.52,,,,,CNY,,688696,2020,0.2121,0,2020
688696,2020-12-31,0.0,1.0,452.0,22.82,139069883.73,4.92,139069883.73,,,,CNY,"本期研发费用较上年同期增加72%,主要系公司持续加大新产品、新技术的研发投入,研发人员数量增长导致职工薪酬增长、折旧及摊销费用及专利检测服务费等费用增加所致。",688696,2020,0.22820000000000001,1,2020
688697,2020-12-31,1.0,1.0,146.0,16.67,49988900.0,4.29,,,,,CNY,,688697,2020,0.16670000000000001,0,2020
688698,2019-12-31,1.0,1.0,,,42954800.0,9.63,,,,,CNY,,688698,2019,,0,2019
688699,2019-12-31,1.0,1.0,,,35940300.0,7.76,,,,,CNY,,688699,2019,,0,2019
688700,2020-12-31,1.0,1.0,120.0,14.27,41964300.0,7.57,,,,,CNY,,688700,2020,0.1427,0,2020
688701,2020-12-31,1.0,1.0,66.0,29.2,21385600.0,6.28,,,,,CNY,,688701,2020,0.292,0,2020
688702,2022-12-31,1.0,1.0,341.0,74.13,263950800.0,34.39,,,,,CNY,,688702,2022,0.7413,0,2022
688707,2020-12-31,1.0,1.0,192.0,14.1,64961000.0,6.27,64961000.0,,,,CNY,,688707,2020,0.141,0,2020
688711,2020-12-31,1.0,1.0,85.0,19.91,23006300.0,6.94,,,,,CNY,,688711,2020,0.1991,0,2020
688716,2022-12-31,1.0,1.0,38.0,15.26,14405000.0,5.8100000000000005,16877100.0,,,,CNY,,688716,2022,0.15259999999999999,0,2022
688718,2020-12-31,1.0,1.0,72.0,14.69,21275400.0,6.78,,,,,CNY,,688718,2020,0.1469,0,2020
688719,2022-12-31,1.0,1.0,234.0,35.4,,11.34,65648600.0,,,,CNY,,688719,2022,0.354,0,2022
688720,2022-12-31,1.0,1.0,41.0,26.11,23690000.0,7.32,,,,,CNY,,688720,2022,0.2611,0,2022
688722,2020-12-31,1.0,1.0,75.0,11.19,19371500.0,6.85,,,,,CNY,,688722,2020,0.1119,0,2020
688728,2020-12-31,1.0,1.0,376.0,46.48,595034400.0,9.22,,,,,CNY,,688728,2020,0.4648,0,2020
688733,2020-12-31,1.0,1.0,46.0,14.15,14628100.0,7.61,,,,,CNY,,688733,2020,0.14150000000000001,0,2020
688737,2020-12-31,1.0,1.0,140.0,28.23,68831100.0,2.67,68831100.0,,,,CNY,,688737,2020,0.2823,0,2020
688739,2020-12-31,1.0,1.0,155.0,11.14,222367900.0,11.14,222367900.0,,,,CNY,,688739,2020,0.1114,0,2020
688766,2020-12-31,1.0,1.0,91.0,54.17,45971500.0,6.41,,,,,CNY,,688766,2020,0.5417000000000001,0,2020
688767,2020-12-31,1.0,1.0,120.0,24.24,41324100.0,4.78,,,,,CNY,,688767,2020,0.24239999999999998,0,2020
688768,2020-12-31,1.0,1.0,157.0,37.29,40131800.0,15.21,,,,,CNY,,688768,2020,0.3729,0,2020
688772,2020-12-31,1.0,1.0,1576.0,10.82,,,405775000.0,,,,CNY,,688772,2020,0.1082,0,2020
688776,2020-12-31,1.0,1.0,228.0,24.81,23426300.0,5.25,,,,,CNY,,688776,2020,0.2481,0,2020
688777,2019-12-31,1.0,1.0,1075.0,30.39,304346100.0,12.0,304346100.0,0.0,,,CNY,,688777,2019,0.3039,0,2019
688778,2020-12-31,1.0,1.0,215.0,14.57,261184000.0,3.27,,,,,CNY,,688778,2020,0.1457,0,2020
688779,2020-12-31,1.0,1.0,238.0,22.33,102211000.0,5.08,102211000.0,0.0,,,CNY,,688779,2020,0.22329999999999997,0,2020
688786,2020-12-31,1.0,1.0,67.0,17.63,16445000.0,6.41,,,,,CNY,,688786,2020,0.17629999999999998,0,2020
688787,2020-12-31,1.0,1.0,44.0,29.14,43497500.0,18.64,,,,,CNY,,688787,2020,0.2914,0,2020
688788,2019-12-31,1.0,1.0,253.0,51.95,117714500.0,17.46,,,,,CNY,,688788,2019,0.5195000000000001,0,2019
688789,2020-12-31,1.0,1.0,98.0,27.84,46528500.0,6.5,,,,,CNY,,688789,2020,0.2784,0,2020
688793,2020-12-31,1.0,1.0,98.0,11.1,36891200.0,4.46,,,,,CNY,,688793,2020,0.111,0,2020
688798,2020-12-31,1.0,1.0,,,205378500.0,14.29,,,,,CNY,,688798,2020,,0,2020
688799,2020-12-31,1.0,1.0,212.0,26.43,63658100.0,6.7,,,,,CNY,,688799,2020,0.2643,0,2020
688800,2020-12-31,1.0,1.0,146.0,19.08,30665500.0,5.02,,,,,CNY,,688800,2020,0.19079999999999997,0,2020
688819,2020-06-30,1.0,1.0,1598.0,7.03,516000000.0,3.47,,,,,CNY,,688819,2020,0.0703,0,2020
688819,2020-12-31,0.0,1.0,1611.0,7.21,1242389536.09,3.54,1242389536.09,,,,CNY,,688819,2020,0.0721,1,2020
688981,2019-12-31,1.0,1.0,2530.0,16.02,4744456600.0,21.55,,,,,CNY,,688981,2019,0.1602,0,2019
