sample,variable,N,mean,std,p25,median,p75,original_N,original_mean,original_std,original_p25,original_median,original_p75,distance_all,distance_q
full_2019_2023,BHAR_year_Lp2_m53_eq,541,-0.11933450376504015,0.39820758804277656,-0.3646275835612066,-0.19241158356120663,0.02425515873624192,471,-0.036,0.514,-0.385,-0.17,0.162,0.3796557569860217,0.1805288412637581
full_2019_2023,BHAR_cnd_excl_first_252_m63_os,541,-0.13320916671395971,0.5396120104680888,-0.44397024347044767,-0.26875909205774545,0.056347223163591045,471,-0.036,0.514,-0.385,-0.17,0.162,0.38620328954665056,0.2633821123646021
full_2019_2023,BHAR_cnd_excl_first_252_m117_os,541,-0.13290262057482208,0.5396258631782122,-0.44437515950633,-0.26877284146909175,0.05561422010895252,471,-0.036,0.514,-0.385,-0.17,0.162,0.38706226461950344,0.2645337808664692
full_2019_2023,BHAR_cnd_excl_first_252_m53_os,541,-0.1329136846952334,0.5395866265903209,-0.44435319336919177,-0.2689722155418935,0.05562821317325402,471,-0.036,0.514,-0.385,-0.17,0.162,0.38719750702338546,0.26469719573783124
full_2019_2023,BHAR_cnd_excl_first_252_m33_tl,541,-0.13019298609932173,0.5373980597056962,-0.4511200490691454,-0.2745077467145578,0.04916621762621916,471,-0.036,0.514,-0.385,-0.17,0.162,0.4010526239625019,0.283461578157484
full_2019_2023,BHAR_year_Lp2_m101_eq,541,-0.1247790699203395,0.3985219932404976,-0.36941718270241425,-0.20444977994583668,0.011454220054163314,471,-0.036,0.514,-0.385,-0.17,0.162,0.404835453869101,0.2005783771892591
full_2019_2023,BHAR_cnd_excl_first_252_m101_os,541,-0.13469212844167797,0.5389032923024469,-0.45303589917653375,-0.2778029380559973,0.047225892606246926,471,-0.036,0.514,-0.385,-0.17,0.162,0.414208365370409,0.2906129446262841
full_2019_2023,BHAR_cnd_excl_first_252_m37_os,541,-0.1347226717068379,0.5388626295142455,-0.4531868541628064,-0.2785593891071121,0.04651766774049664,471,-0.036,0.514,-0.385,-0.17,0.162,0.4158138767505052,0.29222857552942183
full_2019_2023,BHAR_year_Lp2_m117_eq,541,-0.1400239948811362,0.3969955786641831,-0.3853509792831228,-0.21036411983044928,0.0004644003359245974,471,-0.036,0.514,-0.385,-0.17,0.162,0.4232791149946006,0.20225069877764745
full_2019_2023,BHAR_year_Lp1_m101_eq,541,-0.14700130655922639,0.4904433078863083,-0.44074198370636797,-0.2671771827024143,0.00920401629363199,471,-0.036,0.514,-0.385,-0.17,0.162,0.44027314878806834,0.30571515011515027
full_2019_2023,BHAR_year_Lp1_m33_eq,541,-0.16158907893252902,0.4954004401292695,-0.44967048542490495,-0.253117485424905,-0.0013304549719286157,471,-0.036,0.514,-0.385,-0.17,0.162,0.45530706462499804,0.31111842582173854
full_2019_2023,BHAR_cnd_excl_first_252_m33_os,541,-0.1435164066873147,0.5395189063884654,-0.4655863446592503,-0.28780298799696424,0.0331174414966871,471,-0.036,0.514,-0.385,-0.17,0.162,0.4603072042353076,0.32727189115952743
full_2019_2023,BHAR_year_Lp1_m63_eq,541,-0.16104462254696875,0.49520667435155197,-0.44983790617641467,-0.2653687491354267,0.0023842508645732924,471,-0.036,0.514,-0.385,-0.17,0.162,0.4636603526426848,0.31982240444726806
full_2019_2023,BHAR_year_Lp1_m53_eq,541,-0.16496926444810484,0.4953813718285092,-0.45314155900726927,-0.2663085835612066,0.003204158736241927,471,-0.036,0.514,-0.385,-0.17,0.162,0.47083387645182956,0.3232459838322339
full_2019_2023,BHAR_year_Lp1_m117_eq,541,-0.17845686352555729,0.4953405541858715,-0.4693441198304493,-0.2780397482695338,-0.009911748269533838,471,-0.036,0.514,-0.385,-0.17,0.162,0.5254119257092028,0.36429561636951696
full_2019_2023,BHAR_cnd_excl_first_252_m37_eq,541,-0.25332282875110523,0.5388355981596754,-0.6117638718761991,-0.35813158377505644,-0.08118888017190008,471,-0.036,0.514,-0.385,-0.17,0.162,0.9002427627339362,0.6580843358231556
full_2019_2023,BHAR_cnd_excl_first_252_m101_eq,541,-0.2613413366268373,0.5389704271400799,-0.6191328260772879,-0.37431565629025226,-0.08664880063847785,471,-0.036,0.514,-0.385,-0.17,0.162,0.9374090467729352,0.687097283006018
full_2019_2023,BHAR_cnd_excl_first_252_m63_eq,541,-0.2898182394599313,0.5478277859477654,-0.655289802125145,-0.3784390300325922,-0.09357064227172662,471,-0.036,0.514,-0.385,-0.17,0.162,1.0219454998371604,0.7342994744294639
full_2019_2023,BHAR_cnd_excl_first_252_m53_eq,541,-0.2943792166618142,0.5481820317781095,-0.6602534884246898,-0.3826569918632978,-0.097123588672193,471,-0.036,0.514,-0.385,-0.17,0.162,1.0395953174001042,0.7470340689601805
