label,prompt_tokens,completion_tokens,total_tokens,finish_reason,model
688693_chunks_0002_0002,5056,226,5282,stop,THUDM/GLM-4-32B-0414
688693_chunks_0003_0003,5014,203,5217,stop,THUDM/GLM-4-32B-0414
688693_chunks_0004_0004,4993,239,5232,stop,THUDM/GLM-4-32B-0414
688693_chunks_0005_0005,5045,190,5235,stop,THUDM/GLM-4-32B-0414
688693_chunks_0006_0006,4768,250,5018,stop,THUDM/GLM-4-32B-0414
688693_chunks_0007_0007,4832,206,5038,stop,THUDM/GLM-4-32B-0414
688693_chunks_0008_0008,4957,262,5219,stop,THUDM/GLM-4-32B-0414
688693_chunks_0009_0009,4971,323,5294,stop,THUDM/GLM-4-32B-0414
688693_chunks_0010_0010,4960,196,5156,stop,THUDM/GLM-4-32B-0414
688693_chunks_0011_0011,5033,265,5298,stop,THUDM/GLM-4-32B-0414
688693_chunks_0012_0012,4967,202,5169,stop,THUDM/GLM-4-32B-0414
688693_chunks_0013_0013,4757,229,4986,stop,THUDM/GLM-4-32B-0414
